treatment_name,treatment_ID,category_name,description
fool's parsley,781,Supplements,
forget-me-not,782,Supplements,
formulated bar,783,Food & Drinks,
forskolin,784,Supplements,
forsythia,785,Supplements,
fo-ti,786,Supplements,
frankfurter,787,Food & Drinks,
frankincense,788,Supplements,
frankincense essential oil therapy,789,Alternative Thearpies,
french toast,790,Food & Drinks,
frijoles rojos volteados (refried beans,791,Food & Drinks,
fringetree,792,Supplements,
frog legs,793,Food & Drinks,
frostings,794,Food & Drinks,
frostwort,795,Supplements,
frozen novelties,796,Food & Drinks,
frozen yogurts,797,Food & Drinks,
fructo-oligosaccharides,798,Supplements,
fruit butters,799,Food & Drinks,
fruit cocktail,800,Food & Drinks,
fruit juice smoothie,801,Food & Drinks,
fruit salad,802,Food & Drinks,
fruit syrup,803,Food & Drinks,
frybread,804,Food & Drinks,
fumitory,805,Supplements,
fungi,806,Food & Drinks,
gaba (gamma-aminobutyric acid),807,Supplements,
galbanum,808,Supplements,
gamboge,809,Supplements,
game meat,810,Food & Drinks,
game meat ,811,Food & Drinks,
gamma butyrolactone (gbl),812,Supplements,
gamma linolenic acid,813,Supplements,
gamma oryzanol,814,Supplements,
gamma-hydroxybutyrate (ghb),815,Supplements,
garcinia,816,Supplements,
garden cress,817,Supplements,
garlic,818,Supplements,
garlic,819,Supplements,
garlic,820,Supplements,
garlic,821,Food & Drinks,
garlic bread,822,Food & Drinks,
gelatin,823,Supplements,
gelatin desserts,824,Food & Drinks,
gelatins,825,Food & Drinks,
gelsemium,826,Supplements,
genistein combined polysaccharide,827,Supplements,
gentian,828,Supplements,
george weston bakeries,829,Food & Drinks,
german chamomile,830,Supplements,
german ipecac,831,Supplements,
german sarsaparilla,832,Supplements,
germander,833,Supplements,
germanium,834,Supplements,
gerson therapy,835,Alternative Thearpies,
ginger,836,Supplements,
ginger,837,Supplements,
ginger root,838,Food & Drinks,
gingkgo,839,Supplements,
ginkgo,840,Supplements,
ginseng,841,Supplements,
ginseng,842,Supplements,
ginseng,843,Supplements,
"ginseng, american",844,Supplements,
"ginseng, panax",845,Supplements,
"ginseng, siberian",846,Supplements,
globe flower,847,Supplements,
glossy privet,848,Supplements,
glucomannan,849,Supplements,
glucosamine,850,Supplements,
glucosamine hydrochloride,851,Supplements,
glucosamine sulfate,852,Supplements,
glutamine,853,Supplements,
glutathione,854,Supplements,
glutino,855,Food & Drinks,
glycerol,856,Supplements,
glycine,857,Supplements,
goa powder,858,Supplements,
goat's rue,859,Supplements,
goji berries,860,Food & Drinks,
golden ragwort,861,Supplements,
goldenrod,862,Supplements,
goldenseal,863,Supplements,
goldthread,864,Supplements,
goose,865,Food & Drinks,
gooseberries,866,Food & Drinks,
gossypol,867,Supplements,
gotu kola,868,Supplements,
gourd,869,Food & Drinks,
goutweed,870,Supplements,
grains of paradise,871,Supplements,
granola bar,872,Food & Drinks,
grape,873,Supplements,
grape juice,874,Food & Drinks,
grape leaves,875,Food & Drinks,
grape seed,876,Supplements,
grape seed extract,877,Supplements,
grapefruit,878,Supplements,
grapefruit,879,Food & Drinks,
grapefruit juice,880,Food & Drinks,
grapes,881,Food & Drinks,
gravel root,882,Supplements,
graviola,883,Supplements,
gravy,884,Food & Drinks,
great plantain,885,Supplements,
greater bindweed,886,Supplements,
greater burnet,887,Supplements,
greater celandine,888,Supplements,
greek sage,889,Supplements,
green tea,890,Supplements,
green tea,891,Supplements,
green tea,892,Supplements,
green teacatechins / egcg,893,Supplements,
ground flax seed,894,Supplements,
ground ivy,895,Supplements,
ground pine,896,Supplements,
groundcherries,897,Food & Drinks,
groundsel,898,Supplements,
"guaiac wood resin, wood",899,Supplements,
guanabana nectar,900,Food & Drinks,
guar gum,901,Supplements,
guarana,902,Supplements,
guava,903,Supplements,
guava nectar,904,Food & Drinks,
guava sauce,905,Food & Drinks,
guavas,906,Food & Drinks,
guggul,907,Supplements,
guided imagery,908,Alternative Thearpies,
guinea hen,909,Food & Drinks,
gums,910,Food & Drinks,
gumweed,911,Supplements,
gymnema,912,Supplements,
ham,913,Food & Drinks,
ham and cheese loaf or roll,914,Food & Drinks,
ham and cheese spread,915,Food & Drinks,
ham salad spread,916,Food & Drinks,
haronga,917,Supplements,
hartstongue,918,Supplements,
hawaiian baby woodrose,919,Supplements,
hawthorn,920,Supplements,
hazelnut,921,Supplements,
hazelnuts,922,Food & Drinks,
headcheese,923,Food & Drinks,
heart's ease,924,Supplements,
hearts of palm,925,Food & Drinks,
heather,926,Supplements,
hedge mustard,927,Supplements,
hedge-hyssop,928,Supplements,
heinz,929,Food & Drinks,
hemlock,930,Supplements,
hemlock spruce,931,Supplements,
hemlock water dropwort,932,Supplements,
hemp agrimony,933,Supplements,
hempnettle,934,Supplements,
henbane,935,Supplements,
henna,936,Supplements,
herb paris,937,Supplements,
herb robert,938,Supplements,
herbalism,939,Alternative Thearpies,
herbs and botanicals,940,Supplements,
hesperidin,941,Supplements,
hibiscus,942,Supplements,
histidine,943,Supplements,
holistic,944,Alternative Thearpies,
holly,945,Supplements,
hollyhock,946,Supplements,
holy basil,947,Supplements,
homeopathy,948,Alternative Thearpies,
homeopathy,949,Alternative Thearpies,
hominy,950,Food & Drinks,
honey,951,Supplements,
honey,952,Food & Drinks,
honey roll sausage,953,Food & Drinks,
honeysuckle,954,Supplements,
hoodia,955,Supplements,
hops,956,Supplements,
hormel,957,Food & Drinks,
hormel always tender,958,Food & Drinks,
hormel canadian style bacon,959,Food & Drinks,
hormel pillow pak sliced turkey pepperoni,960,Food & Drinks,
horned melon (kiwano),961,Food & Drinks,
horse chestnut,962,Supplements,
horsemint,963,Supplements,
horseradish,964,Supplements,
horseradish,965,Food & Drinks,
horsetail,966,Supplements,
hot pockets,967,Food & Drinks,
hot pockets ham 'n cheese stuffed sandwich,968,Food & Drinks,
hound's tongue,969,Supplements,
house foods premium firm tofu,970,Food & Drinks,
house foods premium soft tofu,971,Food & Drinks,
houseleek,972,Supplements,
hu zhang,973,Supplements,
huckleberries,974,Food & Drinks,
humic acid,975,Supplements,
hummus,976,Food & Drinks,
hungry man,977,Food & Drinks,
huperzine a,978,Supplements,
hush puppies,979,Food & Drinks,
hyacinth beans,980,Food & Drinks,
hyacinth-beans,981,Food & Drinks,
hyaluronic acid,982,Supplements,
hydrangea,983,Supplements,
hydrazine sulfate,984,Supplements,
hydroxymethylbutyrate (hmb),985,Supplements,
hyperimmune egg,986,Supplements,
hypnosis,987,Alternative Thearpies,
hypnotherapy,988,Alternative Thearpies,
hypnotherapy,989,Alternative Thearpies,
hyssop,990,Supplements,
iboga,991,Supplements,
ice cream,992,Food & Drinks,
ice cream bar,993,Food & Drinks,
ice cream cone,994,Food & Drinks,
ice cream cones,995,Food & Drinks,
ice cream cookie sandwich,996,Food & Drinks,
ice cream sandwich,997,Food & Drinks,
ice cream sundae cone,998,Food & Drinks,
ice creams,999,Food & Drinks,
iceland moss,1000,Supplements,
idebenone,1001,Supplements,
ignatius bean,1002,Supplements,
imitation cheese,1003,Food & Drinks,
immortelle,1004,Supplements,
incaparina,1005,Food & Drinks,
indian frankincense,1006,Supplements,
indian gooseberry,1007,Supplements,
indian long pepper,1008,Supplements,
indian medicine,1009,Alternative Thearpies,
indian physic,1010,Supplements,
indian snakeroot,1011,Supplements,
indium,1012,Supplements,
indole-3-carbinol,1013,Supplements,
infant formula,1014,Food & Drinks,
inosine,1015,Supplements,
inositol,1016,Supplements,
inositol nicotinate,1017,Supplements,
interstate brands corp,1018,Food & Drinks,
inulin,1019,Supplements,
iodine,1020,Supplements,
ip-6,1021,Supplements,
ipecac,1022,Supplements,
iporuru,1023,Supplements,
ipriflavone,1024,Supplements,
iridology,1025,Alternative Thearpies,
iron,1026,Supplements,
isatis,1027,Supplements,
ivy gourd,1028,Supplements,
jaborandi,1029,Supplements,
jackfruit,1030,Food & Drinks,
jacob's ladder,1031,Supplements,
jalap,1032,Supplements,
jamaican dogwood,1033,Supplements,
jambolan,1034,Supplements,
jams,1035,Food & Drinks,
jams and preserves,1036,Food & Drinks,
japanese apricot,1037,Supplements,
japanese mint,1038,Supplements,
japanese persimmon,1039,Supplements,
jasmine,1040,Supplements,
java tea,1041,Supplements,
javanese turmeric,1042,Supplements,
java-plum,1043,Food & Drinks,
jellies,1044,Food & Drinks,
jellyfish,1045,Food & Drinks,
jerusalem-artichokes,1046,Food & Drinks,
jewelweed,1047,Supplements,
jew's ear,1048,Food & Drinks,
jiaogulan,1049,Supplements,
jimmy dean,1050,Food & Drinks,
jimson weed,1051,Supplements,
jin shin do,1052,Alternative Thearpies,
job's tears,1053,Supplements,
jojoba,1054,Supplements,
juice,1055,Food & Drinks,
juicing,1056,Alternative Thearpies,
jujube,1057,Supplements,
jujube,1058,Food & Drinks,
juniper,1059,Supplements,
jute,1060,Food & Drinks,
kale,1061,Food & Drinks,
kamala,1062,Supplements,
kanpyo,1063,Food & Drinks,
kaolin,1064,Supplements,
karaya gum,1065,Supplements,
kava,1066,Supplements,
keebler,1067,Food & Drinks,
kefir,1068,Supplements,
kefir,1069,Food & Drinks,
keikitos (muffins),1070,Food & Drinks,
kfc,1071,Food & Drinks,
khat,1072,Supplements,
khella,1073,Supplements,
kielbasa,1074,Food & Drinks,
kinesiology,1075,Alternative Thearpies,
kinetin,1076,Supplements,
kiwi,1077,Supplements,
kiwifruit,1078,Food & Drinks,
knackwurst,1079,Food & Drinks,
knotweed,1080,Supplements,
kohlrabi,1081,Food & Drinks,
kombucha tea,1082,Supplements,
kousso,1083,Supplements,
kraft,1084,Food & Drinks,
kraft breakstone's free fat free sour cream,1085,Food & Drinks,
kraft breakstone's reduced fat sour cream,1086,Food & Drinks,
kraft cheez whiz light pasteurized process cheese product,1087,Food & Drinks,
kraft cheez whiz pasteurized process cheese sauce,1088,Food & Drinks,
kraft foods,1089,Food & Drinks,
kraft free singles american nonfat pasteurized process cheese product,1090,Food & Drinks,
kraft velveeta light reduced fat pasteurized process cheese product,1091,Food & Drinks,
kraft velveeta pasteurized process cheese spread,1092,Food & Drinks,
krill oil,1093,Supplements,
kudzu,1094,Supplements,
kumquats,1095,Food & Drinks,
labdanum,1096,Supplements,
labrador tea,1097,Supplements,
laburnum,1098,Supplements,
lactase,1099,Supplements,
lactobacillus,1100,Supplements,
lactoferrin,1101,Supplements,
lady fern,1102,Supplements,
lady's bedstraw,1103,Supplements,
laetrile/amygdalin,1104,Supplements,
lamb,1105,Food & Drinks,
lambsquarters,1106,Food & Drinks,
laminaria,1107,Supplements,
larch arabinogalactan,1108,Supplements,
larch turpentine,1109,Supplements,
lard,1110,Food & Drinks,
l-arginine,1111,Supplements,
lasagna,1112,Food & Drinks,
lasagna with meat & sauce,1113,Food & Drinks,
lasagna with meat sauce,1114,Food & Drinks,
lathyrus,1115,Supplements,
laurelwood,1116,Supplements,
lauric acid,1117,Supplements,
lavender,1118,Supplements,
lavender cotton,1119,Supplements,
l-carnitine,1120,Supplements,
l-carnitine & alcar,1121,Supplements,
lean pockets,1122,Food & Drinks,
leavening agents,1123,Food & Drinks,
lebanon bologna,1124,Food & Drinks,
lecithin,1125,Supplements,
lecithin,1126,Supplements,
leeks,1127,Food & Drinks,
lemon,1128,Supplements,
lemon balm,1129,Supplements,
lemon eucalyptus,1130,Supplements,
lemon grass (citronella),1131,Food & Drinks,
lemon juice,1132,Food & Drinks,
lemon juice from concentrate,1133,Food & Drinks,
lemon peel,1134,Food & Drinks,
lemon verbena,1135,Supplements,
lemonade,1136,Food & Drinks,
lemongrass,1137,Supplements,
lemons,1138,Food & Drinks,
lentils,1139,Food & Drinks,
lentinan,1140,Supplements,
lesser celandine,1141,Supplements,
lettuce,1142,Food & Drinks,
levant berry,1143,Supplements,
licorice,1144,Supplements,
light ice cream,1145,Food & Drinks,
lily-of-the-valley,1146,Supplements,
lima beans,1147,Food & Drinks,
lime,1148,Supplements,
lime juice,1149,Food & Drinks,
limeade,1150,Food & Drinks,
limes,1151,Food & Drinks,
limonene,1152,Supplements,
linden,1153,Supplements,
lingzhi,1154,Supplements,
linseed oil,1155,Supplements,
lipase,1156,Supplements,
litchis,1157,Food & Drinks,
lithium,1158,Supplements,
"little caesars 14"" cheese pizza",1159,Food & Drinks,
"little caesars 14"" original round cheese pizza",1160,Food & Drinks,
"little caesars 14"" original round meat and vegetable pizza",1161,Food & Drinks,
"little caesars 14"" original round pepperoni pizza",1162,Food & Drinks,
"little caesars 14"" pepperoni pizza",1163,Food & Drinks,
liver cheese,1164,Food & Drinks,
liver extract,1165,Supplements,
liver sausage,1166,Food & Drinks,
liverwort,1167,Supplements,
liverwurst spread,1168,Food & Drinks,
lobelia,1169,Supplements,
loganberries,1170,Food & Drinks,
logwood,1171,Supplements,
longans,1172,Food & Drinks,
loosestrife,1173,Supplements,
loquats,1174,Food & Drinks,
lorenzo's oil,1175,Supplements,
lotus,1176,Supplements,
lotus root,1177,Food & Drinks,
lovage,1178,Supplements,
l-tryptophan,1179,Supplements,
luffa,1180,Supplements,
lugol•à?s solution,1181,Supplements,
luncheon meat,1182,Food & Drinks,
luncheon sausage,1183,Food & Drinks,
luncheon slices,1184,Food & Drinks,
lungmoss,1185,Supplements,
lungwort,1186,Supplements,
lupins,1187,Food & Drinks,
lutein,1188,Supplements,
luxury loaf,1189,Food & Drinks,
lycium,1190,Supplements,
lycopene,1191,Supplements,
lysine,1192,Supplements,
maca,1193,Supplements,
macadamia nut,1194,Supplements,
macaroni,1195,Food & Drinks,
macaroni and cheese,1196,Food & Drinks,
macaroni and cheese dinner with dry sauce mix,1197,Food & Drinks,
macaroni and cheese loaf,1198,Food & Drinks,
macaroni or noodles with cheese,1199,Food & Drinks,
madagascar periwinkle,1200,Supplements,
madder,1201,Supplements,
magnesium,1202,Supplements,
magnetic,1203,Alternative Thearpies,
magnolia,1204,Supplements,
maidenhair fern,1205,Supplements,
maitake mushroom,1206,Supplements,
malabar nut,1207,Supplements,
malabar spinach,1208,Food & Drinks,
male fern,1209,Supplements,
mallow,1210,Supplements,
malt beverage,1211,Food & Drinks,
mammy-apple,1212,Food & Drinks,
manaca,1213,Supplements,
manganese,1214,Supplements,
mango,1215,Food & Drinks,
mango nectar,1216,Food & Drinks,
mangos,1217,Food & Drinks,
mangosteen,1218,Supplements,
mangosteen,1219,Supplements,
mangosteen,1220,Food & Drinks,
manna,1221,Supplements,
maraschino cherries,1222,Food & Drinks,
margarine,1223,Food & Drinks,
margarine spread,1224,Food & Drinks,
margarine-like,1225,Food & Drinks,
margarine-like shortening,1226,Food & Drinks,
margarine-like spread,1227,Food & Drinks,
margarine-like spread with yogurt,1228,Food & Drinks,
margarine-like vegetable-oil spread,1229,Food & Drinks,
marijuana,1230,Supplements,
marjoram,1231,Supplements,
marmalade,1232,Food & Drinks,
marsh blazing star,1233,Supplements,
marsh marigold,1234,Supplements,
marsh tea,1235,Supplements,
marshmallow,1236,Supplements,
martagon,1237,Supplements,
martha white foods,1238,Food & Drinks,
mary's gone crackers,1239,Food & Drinks,
mashu roots,1240,Food & Drinks,
massage,1241,Alternative Thearpies,
massage,1242,Alternative Thearpies,
masterwort,1243,Supplements,
mastic,1244,Supplements,
mate,1245,Supplements,
mayonnaise,1246,Food & Drinks,
mayonnaise dressing,1247,Food & Drinks,
mcdonald's,1248,Food & Drinks,
mcdonald's bacon ranch salad with crispy chicken,1249,Food & Drinks,
mckee baking,1250,Food & Drinks,
meadowsweet,1251,Supplements,
meat extender,1252,Food & Drinks,
meatballs,1253,Food & Drinks,
medicinal tea,1254,Supplements,
meditation,1255,Alternative Thearpies,
meditation,1256,Alternative Thearpies,
medium chain triglycerides (mct),1257,Supplements,
melanotan-ii,1258,Supplements,
melatonin,1259,Supplements,
melon,1260,Food & Drinks,
melon balls,1261,Food & Drinks,
melons,1262,Food & Drinks,
mental imagery,1263,Alternative Thearpies,
mentzelia,1264,Supplements,
mercury herb,1265,Supplements,
mesoglycan,1266,Supplements,
methionine,1267,Supplements,
methoxylated flavones,1268,Supplements,
methylsulfonylmethane,1269,Supplements,
mexican scammony root,1270,Supplements,
mezereon,1271,Supplements,
mgn-3,1272,Supplements,
milk,1273,Food & Drinks,
milk and cereal bar,1274,Food & Drinks,
milk dessert,1275,Food & Drinks,
milk dessert bar,1276,Food & Drinks,
milk shakes,1277,Food & Drinks,
milk substitutes,1278,Food & Drinks,
milk thistle,1279,Supplements,
millet,1280,Food & Drinks,
millet flour,1281,Food & Drinks,
mind-body techniques,1282,Alternative Thearpies,
mindfulness,1283,Alternative Thearpies,
miracle fruit,1284,Supplements,
miso,1285,Food & Drinks,
mission foods,1286,Food & Drinks,
molasses,1287,Food & Drinks,
mollusks,1288,Food & Drinks,
monavie,1289,Supplements,
moneywort,1290,Supplements,
monolaurin,1291,Supplements,
moose,1292,Food & Drinks,
morinda,1293,Supplements,
mori-nu,1294,Food & Drinks,
mormon tea,1295,Supplements,
mortadella,1296,Food & Drinks,
mothbeans,1297,Food & Drinks,
mother's loaf,1298,Food & Drinks,
motherwort,1299,Supplements,
mountain ash,1300,Supplements,
mountain flax,1301,Supplements,
mountain laurel,1302,Supplements,
mountain yam,1303,Food & Drinks,
mouse ear,1304,Supplements,
mouse nuts,1305,Food & Drinks,
moxibustion,1306,Alternative Thearpies,
msm (methylsulfonylmethane),1307,Supplements,
muffin,1308,Food & Drinks,
muffins,1309,Food & Drinks,
mugwort,1310,Supplements,
muira puama,1311,Supplements,
mulberries,1312,Food & Drinks,
mullein,1313,Supplements,
multivitamin,1314,Supplements,
mung beans,1315,Food & Drinks,
mungo beans,1316,Food & Drinks,
mush,1317,Food & Drinks,
mushroom,1318,Food & Drinks,
mushrooms,1319,Food & Drinks,
music therapy,1320,Alternative Thearpies,
musk,1321,Supplements,
mustard,1322,Food & Drinks,
mustard greens,1323,Food & Drinks,
mustard spinach,1324,Food & Drinks,
mutton,1325,Food & Drinks,
myrrh,1326,Supplements,
myrtle,1327,Supplements,
nabisco,1328,Food & Drinks,
n-acetyl cysteine,1329,Supplements,
n-acetyl glucosamine,1330,Supplements,
nadh,1331,Supplements,
nance,1332,Food & Drinks,
naranjilla (lulo) pulp,1333,Food & Drinks,
nasturtium,1334,Supplements,
natto,1335,Food & Drinks,
nattokinase,1336,Supplements,
naturopathic medicine,1337,Alternative Thearpies,
nectarines,1338,Food & Drinks,
neem,1339,Supplements,
nerve root,1340,Supplements,
neuro-linguistic programming,1341,Alternative Thearpies,
neuro-linguistic programming,1342,Alternative Thearpies,
new jersey tea,1343,Supplements,
new thought,1344,Alternative Thearpies,
new zealand green-lipped mussel,1345,Supplements,
new zealand spinach,1346,Food & Drinks,
niacin and niacinamide (vitamin b3),1347,Supplements,
niauli oil,1348,Supplements,
nickel,1349,Supplements,
nikko maple,1350,Supplements,
noodles,1351,Food & Drinks,
nopales,1352,Food & Drinks,
northern prickly ash,1353,Supplements,
nutmeg and mace,1354,Supplements,
nutritional healing,1355,Alternative Thearpies,
nutritional supplement for people with diabetes,1356,Food & Drinks,
nutritional supplements,1357,Alternative Thearpies,
nuts,1358,Food & Drinks,
nux vomica,1359,Supplements,
oak bark,1360,Supplements,
oak moss,1361,Supplements,
oat bran,1362,Food & Drinks,
oat flour,1363,Food & Drinks,
oats,1364,Supplements,
oats (includes foods for usda's food distribution program),1365,Food & Drinks,
octacosanol,1366,Supplements,
octopus (alaska native),1367,Food & Drinks,
oheloberries,1368,Food & Drinks,
oil,1369,Food & Drinks,
okara,1370,Food & Drinks,
okra,1371,Food & Drinks,
oleander,1372,Supplements,
olive,1373,Supplements,
olive garden,1374,Food & Drinks,
olive loaf,1375,Food & Drinks,
olives,1376,Food & Drinks,
omega-6 fatty acids,1377,Supplements,
on the border,1378,Food & Drinks,
onion,1379,Supplements,
onion rings,1380,Food & Drinks,
onions,1381,Food & Drinks,
oolong tea,1382,Supplements,
oopah (tunicate),1383,Food & Drinks,
opium antidote,1384,Supplements,
orange juice,1385,Food & Drinks,
orange peel,1386,Food & Drinks,
orange pineapple juice blend,1387,Food & Drinks,
orange-grapefruit juice,1388,Food & Drinks,
oranges,1389,Food & Drinks,
orchic extract,1390,Supplements,
oregano,1391,Supplements,
oregon fir balsam,1392,Supplements,
oregon grape,1393,Supplements,
orgonomy,1394,Alternative Thearpies,
oriental arborvitae,1395,Supplements,
ornithine,1396,Supplements,
ornithine ketoglutarate,1397,Supplements,
orris,1398,Supplements,
orthomolecular medicine,1399,Alternative Thearpies,
oscar mayer,1400,Food & Drinks,
oscillococcinum,1401,Supplements,
osha,1402,Supplements,
osteomyology,1403,Alternative Thearpies,
osteopathy,1404,Alternative Thearpies,
osteopathy,1405,Alternative Thearpies,
osteopathy,1406,Alternative Thearpies,
ostrich,1407,Food & Drinks,
ostrich fern,1408,Supplements,
oswego tea,1409,Supplements,
other teas,1410,Supplements,
owl,1411,Food & Drinks,
ox-eye daisy,1412,Supplements,
ozone therapy ,1413,Alternative Thearpies,
pagoda tree,1414,Supplements,
palm oil,1415,Supplements,
pan dulce,1416,Food & Drinks,
panax pseudoginseng,1417,Supplements,
pancakes,1418,Food & Drinks,
pancakes plain,1419,Food & Drinks,
pancreatic enzymes,1420,Supplements,
pancreatic enzymes,1421,Supplements,
pancreatin,1422,Supplements,
pangamic acid,1423,Supplements,
pantethine,1424,Supplements,
pantothenic acid (vitamin b5),1425,Supplements,
"papa john's 14"" cheese pizza",1426,Food & Drinks,
"papa john's 14"" pepperoni pizza",1427,Food & Drinks,
"papa john's 14"" the works pizza",1428,Food & Drinks,
papad,1429,Food & Drinks,
papain,1430,Supplements,
papaya,1431,Supplements,
papaya,1432,Food & Drinks,
papaya nectar,1433,Food & Drinks,
papayas,1434,Food & Drinks,
para-aminobenzoic acid (paba),1435,Supplements,
pareira,1436,Supplements,
parmesan cheese topping,1437,Food & Drinks,
parsley,1438,Supplements,
parsley,1439,Food & Drinks,
parsley piert,1440,Supplements,
parsnip,1441,Supplements,
parsnips,1442,Food & Drinks,
passionflower,1443,Supplements,
passion-fruit,1444,Food & Drinks,
passion-fruit juice,1445,Food & Drinks,
pasta,1446,Food & Drinks,
pasta mix,1447,Food & Drinks,
pasta with sliced franks in tomato sauce,1448,Food & Drinks,
pasta with tomato sauce,1449,Food & Drinks,
pastrami,1450,Food & Drinks,
pastry,1451,Food & Drinks,
patchouly oil,1452,Supplements,
pate,1453,Food & Drinks,
pate de foie gras,1454,Food & Drinks,
pau d'arco,1455,Supplements,
peach nectar,1456,Food & Drinks,
peaches,1457,Food & Drinks,
peanut butter,1458,Food & Drinks,
peanut butter with omega-3,1459,Food & Drinks,
peanut flour,1460,Food & Drinks,
peanut oil,1461,Supplements,
peanut spread,1462,Food & Drinks,
peanuts,1463,Food & Drinks,
pear,1464,Supplements,
pear nectar,1465,Food & Drinks,
pears,1466,Food & Drinks,
peas,1467,Food & Drinks,
peas and carrots,1468,Food & Drinks,
peas and onions,1469,Food & Drinks,
pectin,1470,Supplements,
pectin,1471,Food & Drinks,
pellitory,1472,Supplements,
pellitory-of-the-wall,1473,Supplements,
pennyroyal,1474,Supplements,
peony,1475,Supplements,
pepeao,1476,Food & Drinks,
pepper,1477,Food & Drinks,
peppered loaf,1478,Food & Drinks,
pepperidge farm,1479,Food & Drinks,
peppermint,1480,Supplements,
peppermint,1481,Food & Drinks,
pepperoni,1482,Food & Drinks,
peppers,1483,Food & Drinks,
perilla,1484,Supplements,
perillyl alcohol,1485,Supplements,
periwinkle,1486,Supplements,
persimmons,1487,Food & Drinks,
peru balsam,1488,Supplements,
peyote,1489,Supplements,
pheasant,1490,Food & Drinks,
pheasant's eye,1491,Supplements,
phellodendron,1492,Supplements,
phenibut,1493,Supplements,
phenylalanine,1494,Supplements,
phleum pratense,1495,Supplements,
phosphate salts,1496,Supplements,
phosphatidylcholine,1497,Supplements,
phosphatidylserine,1498,Supplements,
phyllo dough,1499,Food & Drinks,
pickle and pimiento loaf,1500,Food & Drinks,
pickle relish,1501,Food & Drinks,
pickles,1502,Food & Drinks,
picnic loaf,1503,Food & Drinks,
picrorhiza,1504,Supplements,
pie,1505,Food & Drinks,
pie crust,1506,Food & Drinks,
pie fillings,1507,Food & Drinks,
pigeon peas (red gram),1508,Food & Drinks,
pigeonpeas,1509,Food & Drinks,
piki bread,1510,Food & Drinks,
pilates,1511,Alternative Thearpies,
pilates,1512,Alternative Thearpies,
